월,날짜,시간,온도
6,12,500,30.299999
6,12,600,28.700001
6,12,700,27.4
6,12,800,25.9
6,12,900,24.700001
6,12,1000,23
6,12,1100,22.200001
6,12,1200,21.5
6,12,1300,21.1
6,12,1400,20.6
6,12,1500,20.299999
6,12,1600,20
6,12,1700,19.6
6,12,1800,19.4
6,12,1900,19.200001
6,12,2000,19.200001
6,12,2100,20.9
6,12,2200,22.700001
6,12,2300,23.799999
6,13,0,24.9
6,13,100,25.9
6,13,200,27
6,13,300,28.799999
6,13,400,29.6
6,13,500,29.5
6,13,600,28.700001
6,13,700,28
6,13,800,25.1
6,13,900,23.799999
6,13,1000,21.799999
6,13,1100,20.799999
6,13,1200,20.299999
6,13,1300,19.5
6,13,1400,18.9
6,13,1500,18.6
6,13,1600,18.5
6,13,1700,18.4
6,13,1800,18
6,13,1900,17.700001
6,13,2000,18.200001
6,13,2100,18.6
6,13,2200,19.9
6,13,2300,22.1
6,14,0,23.6
6,14,100,25.5
6,14,200,26.700001
6,14,300,28.5
6,14,400,28.9
6,14,500,29.9
6,14,600,28.200001
6,14,700,26.1
6,14,800,25.6
6,14,900,24.700001
6,14,1000,23.5
6,14,1100,22.4
6,14,1200,21.700001
6,14,1300,21.200001
6,14,1400,21.200001
6,14,1500,21.1
6,14,1600,21.200001
6,14,1700,21.299999
6,14,1800,21.299999
6,14,1900,21.299999
6,14,2000,21.299999
6,14,2100,21.700001
6,14,2200,22.4
6,14,2300,22.799999
6,15,0,22.9
6,15,100,22.5
6,15,200,21.799999
6,15,300,22.6
6,15,400,23.200001
6,15,500,23.5
6,15,600,23.799999
6,15,700,24.5
6,15,800,24.4
6,15,900,23.9
6,15,1000,23.4
6,15,1100,22.6
6,15,1200,22.4
6,15,1300,22.4
6,15,1400,22.299999
6,15,1500,22.1
6,15,1600,22.200001
6,15,1700,21.700001
6,15,1800,20.799999
6,15,1900,20
6,15,2000,20.6
6,15,2100,23.4
6,15,2200,24
6,15,2300,25.299999
6,16,0,24.5
6,16,100,25.299999
6,16,200,26.5
6,16,300,25.6
6,16,400,25.799999
6,16,500,26.6
6,16,600,27.4
6,16,700,27.6
6,16,800,26.799999
6,16,900,26.1
6,16,1000,24.5
6,16,1100,24.299999
6,16,1200,23.6
6,16,1300,23
6,16,1400,22.6
6,16,1500,21.6
6,16,1600,21
6,16,1700,20.799999
6,16,1800,20.5
6,16,1900,20.4
6,16,2000,20.4
6,16,2100,20.6
6,16,2200,21.5
6,16,2300,21.6
6,17,0,22.299999
6,17,100,23
6,17,200,24.1
6,17,300,23.1
6,17,400,23
6,17,500,23.299999
6,17,600,22.5
6,17,700,21.9
6,17,800,21.700001
6,17,900,21.200001
6,17,1000,20.799999
6,17,1100,20.6
6,17,1200,20.6
6,17,1300,20
6,17,1400,19.799999
6,17,1500,19.1
6,17,1600,19.1
6,17,1700,19.1
6,17,1800,19
6,17,1900,19.200001
6,17,2000,19.4
6,17,2100,19.200001
6,17,2200,20.200001
6,17,2300,20.700001
6,18,0,20.799999
6,18,100,22
6,18,200,21.4
6,18,300,21.4
6,18,400,21.9
6,18,500,22.4
6,18,600,22.5
6,18,700,22
6,18,800,22.5
6,18,900,21.700001
6,18,1000,21
6,18,1100,20.200001
6,18,1200,19.1
6,18,1300,19.9
6,18,1400,19.700001
6,18,1500,18.9
6,18,1600,17
6,18,1700,17.299999
6,18,1800,17.4
6,18,1900,17
6,18,2000,16.9
6,18,2100,19.299999
6,18,2200,21.1
6,18,2300,22.9
6,19,0,23.799999
6,19,100,25.200001
6,19,200,27.200001
6,19,300,27.5
6,19,400,28
6,19,500,28.5
6,19,600,-50
6,19,700,26.6
6,19,800,25.1
6,19,900,23.299999
6,19,1000,21.799999
6,19,1100,20.700001
6,19,1200,19.700001
6,19,1300,18.799999
6,19,1400,18.4
6,19,1500,17.9
6,19,1600,17.5
6,19,1700,16.200001
6,19,1800,15.6
6,19,1900,14.9
6,19,2000,15.7
6,19,2100,18.299999
6,19,2200,21.700001
6,19,2300,24.6
6,20,0,25.799999
6,20,100,27.4
6,20,200,27.700001
6,20,300,28.5
6,20,400,30.5
6,20,500,29.9
6,20,600,29.1
6,20,700,27.299999
6,20,800,25.9
6,20,900,24.9
6,20,1000,23.4
6,20,1100,22.200001
6,20,1200,21.9
6,20,1300,21.700001
6,20,1400,21
6,20,1500,19.5
6,20,1600,19.6
6,20,1700,19.6
6,20,1800,19.299999
6,20,1900,19.200001
6,20,2000,18.700001
6,20,2100,20.200001
6,20,2200,22.200001
6,20,2300,24.299999
6,21,0,25.6
6,21,100,27.200001
6,21,200,28.4
6,21,300,28
6,21,400,28.9
6,21,500,29.200001
6,21,600,28.5
6,21,700,28.5
6,21,800,27.6
6,21,900,24.799999
6,21,1000,22.700001
6,21,1100,20.799999
6,21,1200,19.4
6,21,1300,18.1
6,21,1400,17.4
6,21,1500,17.299999
6,21,1600,16.9
6,21,1700,16.799999
6,21,1800,16.700001
6,21,1900,17
6,21,2000,17.700001
6,21,2100,18.5
6,21,2200,22.4
6,21,2300,22.9
6,22,0,24.799999
6,22,100,27.299999
6,22,200,27.799999
6,22,300,27.6
6,22,400,27.9
6,22,500,27.6
6,22,600,28.200001
6,22,700,26.799999
6,22,800,24.299999
6,22,900,23.6
6,22,1000,23
6,22,1100,21.6
6,22,1200,20.799999
6,22,1300,20.200001
6,22,1400,18.6
6,22,1500,18.1
6,22,1600,17.4
6,22,1700,17.6
6,22,1800,18.200001
6,22,1900,19
6,22,2000,20.200001
6,22,2100,20.200001
6,22,2200,21.799999
6,22,2300,21
6,23,0,20.799999
6,23,100,21.6
6,23,200,22
6,23,300,22.5
6,23,400,22.299999
6,23,500,22.4
6,23,600,22.5
6,23,700,22.700001
6,23,800,22.200001
6,23,900,22.1
6,23,1000,20.299999
6,23,1100,19.700001
6,23,1200,18.6
6,23,1300,18.1
6,23,1400,18
6,23,1500,17.799999
6,23,1600,17.4
6,23,1700,17
6,23,1800,17.1
6,23,1900,16.6
6,23,2000,16.9
6,23,2100,19.200001
6,23,2200,21.299999
6,23,2300,23.9
6,24,0,24
6,24,100,26.4
6,24,200,25.9
6,24,300,26.5
6,24,400,26.200001
6,24,500,26.200001
6,24,600,25.9
6,24,700,26.1
6,24,800,25.1
6,24,900,23.9
6,24,1000,22.200001
6,24,1100,20.799999
6,24,1200,19.9
6,24,1300,19
6,24,1400,18.6
6,24,1500,17.9
6,24,1600,17.700001
6,24,1700,17.4
6,24,1800,17
6,24,1900,16.5
6,24,2000,17.799999
6,24,2100,19.9
6,24,2200,22.799999
6,24,2300,25
6,25,0,25.700001
6,25,100,27.1
6,25,200,28.1
6,25,300,27.299999
6,25,400,28.799999
6,25,500,27.9
6,25,600,28.6
6,25,700,27.4
6,25,800,25.5
6,25,900,23.9
6,25,1000,22.5
6,25,1100,21.9
6,25,1200,21.700001
6,25,1300,21.799999
6,25,1400,21.299999
6,25,1500,21
6,25,1600,20.6
6,25,1700,20.5
6,25,1800,19.799999
6,25,1900,19.5
6,25,2000,19.4
6,25,2100,19.799999
6,25,2200,20.700001
6,25,2300,22.299999
6,26,0,23.6
6,26,100,24.4
6,26,200,25.1
6,26,300,26.1
6,26,400,27
6,26,500,27.200001
6,26,600,27.200001
6,26,700,27
6,26,800,26.200001
6,26,900,23.9
6,26,1000,22
6,26,1100,21
6,26,1200,20.6
6,26,1300,20
6,26,1400,19.5
6,26,1500,19.1
6,26,1600,18.4
6,26,1700,18.1
6,26,1800,17.9
6,26,1900,17.5
6,26,2000,18.5
6,26,2100,21
6,26,2200,23.799999
6,26,2300,25.9
6,27,0,28.200001
6,27,100,28.200001
6,27,200,27.799999
6,27,300,28.299999
6,27,400,28.200001
6,27,500,29.799999
6,27,600,30.6
6,27,700,28.299999
6,27,800,27.700001
6,27,900,25.9
6,27,1000,24.299999
6,27,1100,23.5
6,27,1200,22.299999
6,27,1300,22
6,27,1400,21.700001
6,27,1500,20.9
6,27,1600,20.700001
6,27,1700,20.1
6,27,1800,20.200001
6,27,1900,20.1
6,27,2000,20.799999
6,27,2100,21.700001
6,27,2200,23.5
6,27,2300,26.200001
6,28,0,26.200001
6,28,100,27
6,28,200,28.6
6,28,300,28
6,28,400,28.1
6,28,500,24.200001
6,28,600,21.700001
6,28,700,23.9
6,28,800,24.6
6,28,900,23.5
6,28,1000,22.5
6,28,1100,21.700001
6,28,1200,21.1
6,28,1300,20.799999
6,28,1400,20.4
6,28,1500,20.1
6,28,1600,19.5
6,28,1700,19.299999
6,28,1800,18.9
6,28,1900,18.9
6,28,2000,19.5
6,28,2100,21
6,28,2200,23.4
6,28,2300,25.799999
6,29,0,24.700001
6,29,100,26.200001
6,29,200,26.299999
6,29,300,24.700001
6,29,400,25.6
6,29,500,27.799999
6,29,600,26.700001
6,29,700,27.1
6,29,800,25.5
6,29,900,21.799999
6,29,1000,21.299999
6,29,1100,21.5
6,29,1200,21.1
6,29,1300,20.700001
6,29,1400,20.4
6,29,1500,20
6,29,1600,19.700001
6,29,1700,19.299999
6,29,1800,19.299999
6,29,1900,19.200001
6,29,2000,19.4
6,29,2100,20.700001
6,29,2200,22.4
6,29,2300,23.700001
6,30,0,25.299999
6,30,100,26.1
6,30,200,26.5
6,30,300,26.9
6,30,400,28
6,30,500,29.4
6,30,600,29
6,30,700,28.799999
6,30,800,27.9
6,30,900,25.9
6,30,1000,23.799999
6,30,1100,22.799999
6,30,1200,21.799999
6,30,1300,21.4
6,30,1400,20.9
6,30,1500,20.6
6,30,1600,20.200001
6,30,1700,19.9
6,30,1800,19.5
6,30,1900,19.1
6,30,2000,19.6
6,30,2100,21.5
6,30,2200,24.200001
6,30,2300,26.9
7,1,0,28
7,1,100,27.9
7,1,200,28.9
7,1,300,30.6
7,1,400,30.700001
7,1,500,31.299999
7,1,600,30.799999
7,1,700,31.4
7,1,800,28.6
7,1,900,26.9
7,1,1000,25.1
7,1,1100,24.1
7,1,1200,23.5
7,1,1300,22.5
7,1,1400,22.1
7,1,1500,21.700001
7,1,1600,21.4
7,1,1700,21.1
7,1,1800,21
7,1,1900,20.799999
7,1,2000,22.700001
7,1,2100,22.6
7,1,2200,24.4
7,1,2300,24.6
7,2,0,25.299999
7,2,100,26.4
7,2,200,29
7,2,300,30.299999
7,2,400,30.299999
7,2,500,31.4
7,2,600,32.099998
7,2,700,30.6
7,2,800,-50
7,2,900,28.4
7,2,1000,25.9
7,2,1100,25.799999
7,2,1200,27.200001
7,2,1300,26.700001
7,2,1400,26
7,2,1500,25.5
7,2,1600,24.799999
7,2,1700,24.4
7,2,1800,23.700001
7,2,1900,23.700001
7,2,2000,23.6
7,2,2100,24
7,2,2200,24.299999
7,2,2300,25.299999
7,3,0,25.5
7,3,100,25.799999
7,3,200,25.5
7,3,300,25.4
7,3,400,25.5
7,3,500,22.799999
7,3,600,22.200001
7,3,700,22.299999
7,3,800,22.1
7,3,900,22.200001
7,3,1000,22.200001
7,3,1100,22.1
7,3,1200,21.799999
7,3,1300,22.299999
7,3,1400,21.9
7,3,1500,22.799999
7,3,1600,24.5
7,3,1700,24.700001
7,3,1800,23.799999
7,3,1900,22.9
7,3,2000,23
7,3,2100,22.5
7,3,2200,22.799999
7,3,2300,24
7,4,0,24.5
7,4,100,24.200001
7,4,200,23.799999
7,4,300,24.6
7,4,400,23.4
7,4,500,23
7,4,600,22.200001
7,4,700,21.799999
7,4,800,21.5
7,4,900,21.5
7,4,1000,21.1
7,4,1100,21.200001
7,4,1200,21.200001
7,4,1300,20.700001
7,4,1400,20.9
7,4,1500,21.1
7,4,1600,20.9
7,4,1700,20.799999
7,4,1800,20.1
7,4,1900,19.9
7,4,2000,20.299999
7,4,2100,20.799999
7,4,2200,22.200001
7,4,2300,23.5
7,5,0,24.9
7,5,100,25.700001
7,5,200,26.5
7,5,300,26.299999
7,5,400,26.700001
7,5,500,26.1
7,5,600,25.6
7,5,700,24.6
7,5,800,24
7,5,900,23.5
7,5,1000,23.700001
7,5,1100,21.4
7,5,1200,21.1
7,5,1300,21.1
7,5,1400,21.5
7,5,1500,21.299999
7,5,1600,21.200001
7,5,1700,21
7,5,1800,20.6
7,5,1900,19.9
7,5,2000,20.6
7,5,2100,21.9
7,5,2200,23.5
7,5,2300,25.200001
7,6,0,27.1
7,6,100,26.5
7,6,200,27.5
7,6,300,27.1
7,6,400,26.5
7,6,500,27.6
7,6,600,27
7,6,700,26
7,6,800,25.299999
7,6,900,23.6
7,6,1000,23.799999
7,6,1100,23.4
7,6,1200,23.200001
7,6,1300,23.1
7,6,1400,23
7,6,1500,23
7,6,1600,23
7,6,1700,23.1
7,6,1800,23.299999
7,6,1900,23.299999
7,6,2000,23.4
7,6,2100,23.799999
7,6,2200,24.200001
7,6,2300,24.9
7,7,0,25.9
7,7,100,26.299999
7,7,200,27.299999
7,7,300,27.1
7,7,400,27.700001
7,7,500,27.5
7,7,600,26.6
7,7,700,27.4
7,7,800,26.4
7,7,900,26.1
7,7,1000,25.4
7,7,1100,24.9
7,7,1200,24.6
7,7,1300,24.299999
7,7,1400,24
7,7,1500,23.200001
7,7,1600,22.6
7,7,1700,22.6
7,7,1800,22.200001
7,7,1900,21.700001
7,7,2000,21.700001
7,7,2100,23.700001
7,7,2200,24.799999
7,7,2300,26.299999
7,8,0,26.9
7,8,100,27.6
7,8,200,27.9
7,8,300,29
7,8,400,29.700001
7,8,500,29.1
7,8,600,26.6
7,8,700,24.9
7,8,800,26.4
7,8,900,25.5
7,8,1000,24.299999
7,8,1100,23.799999
7,8,1200,23.4
7,8,1300,23.299999
7,8,1400,23.200001
7,8,1500,23
7,8,1600,22.700001
7,8,1700,22.700001
7,8,1800,22.5
7,8,1900,22.5
7,8,2000,22.700001
7,8,2100,23.200001
7,8,2200,24.200001
7,8,2300,25.299999
7,9,0,26.200001
7,9,100,27.9
7,9,200,27
7,9,300,28
7,9,400,28.700001
7,9,500,29.299999
7,9,600,29.1
7,9,700,28.299999
7,9,800,26.799999
7,9,900,25.5
7,9,1000,24.700001
7,9,1100,22.799999
7,9,1200,22.200001
7,9,1300,21.5
7,9,1400,22.1
7,9,1500,22.1
7,9,1600,21.700001
7,9,1700,21.9
7,9,1800,22.299999
7,9,1900,22.6
7,9,2000,23.4
7,9,2100,24.4
7,9,2200,25.9
7,9,2300,26.4
7,10,0,27.200001
7,10,100,28.700001
7,10,200,29.200001
7,10,300,28.5
7,10,400,28.299999
7,10,500,27.6
7,10,600,27.9
7,10,700,28.9
7,10,800,27.700001
7,10,900,26.700001
7,10,1000,26.299999
7,10,1100,25.5
7,10,1200,25.5
7,10,1300,25.5
7,10,1400,24.700001
7,10,1500,24.700001
7,10,1600,23.9
7,10,1700,23.700001
7,10,1800,23.200001
7,10,1900,22.5
7,10,2000,23.6
7,10,2100,24.9
7,10,2200,25.200001
7,10,2300,26.200001
7,11,0,25.9
7,11,100,27.5
7,11,200,27.6
7,11,300,27.799999
7,11,400,27.9
7,11,500,29.6
7,11,600,29.299999
7,11,700,28.799999
7,11,800,28
7,11,900,27.4
7,11,1000,25.5
7,11,1100,25.9
7,11,1200,24.799999
7,11,1300,24.4
7,11,1400,23.799999
7,11,1500,23.4
7,11,1600,23.1
7,11,1700,23.5
7,11,1800,23.700001
7,11,1900,23.700001
7,11,2000,23.799999
7,11,2100,25
7,11,2200,25
7,11,2300,26.200001
7,12,0,28.1
7,12,100,30.200001
7,12,200,30.700001
7,12,300,32.099998
7,12,400,32.200001
7,12,500,32
7,12,600,-50
7,12,700,31.700001
7,12,800,30
7,12,900,29.4
7,12,1000,28
7,12,1100,26.9
7,12,1200,26.1
7,12,1300,25.9
7,12,1400,25.700001
7,12,1500,25.200001
7,12,1600,24.799999
7,12,1700,24.4
7,12,1800,23.799999
7,12,1900,23.6
7,12,2000,24.200001
7,12,2100,25.6
7,12,2200,28.9
7,12,2300,30.1
7,13,0,30.299999
7,13,100,31
7,13,200,32.200001
7,13,300,31.5
7,13,400,32.5
7,13,500,31.9
7,13,600,31.1
7,13,700,30.799999
7,13,800,30
7,13,900,28.6
7,13,1000,27.299999
7,13,1100,26.4
7,13,1200,26.1
7,13,1300,25.1
7,13,1400,24.4
7,13,1500,24.5
7,13,1600,27.1
7,13,1700,26.9
7,13,1800,26.6
7,13,1900,25.5
7,13,2000,25.4
7,13,2100,27.299999
7,13,2200,29
7,13,2300,29.200001
7,14,0,30.1
7,14,100,30.5
7,14,200,30.5
7,14,300,30.9
7,14,400,30.799999
7,14,500,31.299999
7,14,600,31.700001
7,14,700,31.6
7,14,800,31.4
7,14,900,29.799999
7,14,1000,27.5
7,14,1100,26.4
7,14,1200,25.9
7,14,1300,25.799999
7,14,1400,25.799999
7,14,1500,25.4
7,14,1600,24.9
7,14,1700,24.6
7,14,1800,24.5
7,14,1900,23.700001
7,14,2000,24.4
7,14,2100,26.9
7,14,2200,28.700001
7,14,2300,31.1
7,15,0,32.099998
7,15,100,31.700001
7,15,200,33.400002
7,15,300,32.900002
7,15,400,34.200001
7,15,500,33.799999
7,15,600,30.9
7,15,700,31.9
7,15,800,29.299999
7,15,900,27.700001
7,15,1000,27.4
7,15,1100,26.6
7,15,1200,26.6
7,15,1300,25.5
7,15,1400,24.6
7,15,1500,24
7,15,1600,23.6
7,15,1700,23.6
7,15,1800,23.200001
7,15,1900,22.9
7,15,2000,23.700001
7,15,2100,25.299999
7,15,2200,27.700001
7,15,2300,29.200001
7,16,0,29.700001
7,16,100,32
7,16,200,31.4
7,16,300,32.099998
7,16,400,32.400002
7,16,500,34.299999
7,16,600,34.799999
7,16,700,32.599998
7,16,800,29
7,16,900,27.9
7,16,1000,22.6
7,16,1100,23.299999
7,16,1200,23.1
7,16,1300,22.6
7,16,1400,22.5
7,16,1500,22
7,16,1600,22.1
7,16,1700,21.9
7,16,1800,22.1
7,16,1900,21.9
7,16,2000,22
7,16,2100,24.700001
7,16,2200,27.6
7,16,2300,28.1
7,17,0,28.4
7,17,100,28.9
7,17,200,29.5
7,17,300,29.700001
7,17,400,29.6
7,17,500,31.5
7,17,600,30.799999
7,17,700,30.5
7,17,800,29.700001
7,17,900,26.6
7,17,1000,25.6
7,17,1100,24.799999
7,17,1200,24.799999
7,17,1300,24.6
7,17,1400,24.200001
7,17,1500,24.1
7,17,1600,23.6
7,17,1700,23.5
7,17,1800,23.200001
7,17,1900,23.299999
7,17,2000,23.700001
7,17,2100,25.9
7,17,2200,27.299999
7,17,2300,27.799999
7,18,0,29.799999
7,18,100,30.299999
7,18,200,31.5
7,18,300,32.400002
7,18,400,32
7,18,500,32.799999
7,18,600,30.6
7,18,700,28.299999
7,18,800,28.299999
7,18,900,27.6
7,18,1000,25.1
7,18,1100,25.799999
7,18,1200,23.299999
7,18,1300,23.1
7,18,1400,22.700001
7,18,1500,22.6
7,18,1600,22.700001
7,18,1700,22.9
7,18,1800,22.799999
7,18,1900,22.4
7,18,2000,22.9
7,18,2100,24.700001
7,18,2200,26
7,18,2300,28
7,19,0,28.4
7,19,100,29.200001
7,19,200,30.200001
7,19,300,30.6
7,19,400,31.4
7,19,500,30.799999
7,19,600,30.5
7,19,700,29.799999
7,19,800,28.4
7,19,900,27.6
7,19,1000,25.4
7,19,1100,24.9
7,19,1200,24.1
7,19,1300,23.799999
7,19,1400,23.4
7,19,1500,23.4
7,19,1600,23.4
7,19,1700,23.299999
7,19,1800,23
7,19,1900,23.1
7,19,2000,23.5
7,19,2100,25.200001
7,19,2200,27.4
7,19,2300,28.9
7,20,0,30.5
7,20,100,31.299999
7,20,200,31
7,20,300,30.6
7,20,400,31.200001
7,20,500,30.6
7,20,600,30.700001
7,20,700,30.4
7,20,800,29.299999
7,20,900,28.5
7,20,1000,27.200001
7,20,1100,26.1
7,20,1200,25.5
7,20,1300,25.1
7,20,1400,24.299999
7,20,1500,24
7,20,1600,23.5
7,20,1700,22.9
7,20,1800,22.9
7,20,1900,22.4
7,20,2000,23.700001
7,20,2100,26.1
7,20,2200,29.4
7,20,2300,30.4
7,21,0,31.6
7,21,100,31.6
7,21,200,32.299999
7,21,300,33.599998
7,21,400,33.799999
7,21,500,33.900002
7,21,600,34.799999
7,21,700,34.200001
7,21,800,33.5
7,21,900,32.299999
7,21,1000,28.6
7,21,1100,26.9
7,21,1200,25.9
7,21,1300,24.700001
7,21,1400,25.9
7,21,1500,24.9
7,21,1600,24
7,21,1700,24.6
7,21,1800,23.6
7,21,1900,24.9
7,21,2000,24.5
7,21,2100,26.6
7,21,2200,27.9
7,21,2300,29.4
7,22,0,30.299999
7,22,100,30.700001
7,22,200,32.400002
7,22,300,33.599998
7,22,400,34
7,22,500,33.599998
7,22,600,33.299999
7,22,700,32.799999
7,22,800,32.400002
7,22,900,31
7,22,1000,28.5
7,22,1100,26.6
7,22,1200,26
7,22,1300,27.1
7,22,1400,25.5
7,22,1500,24.299999
7,22,1600,24.9
7,22,1700,24.299999
7,22,1800,24.9
7,22,1900,24
7,22,2000,23.4
7,22,2100,26.700001
7,22,2200,28
7,22,2300,29.6
7,23,0,31
7,23,100,32.599998
7,23,200,32.099998
7,23,300,32.799999
7,23,400,33.799999
7,23,500,33.700001
7,23,600,34.099998
7,23,700,34
7,23,800,33
7,23,900,31.5
7,23,1000,28.799999
7,23,1100,26.299999
7,23,1200,26.1
7,23,1300,25.200001
7,23,1400,24.6
7,23,1500,24.4
7,23,1600,24
7,23,1700,23.6
7,23,1800,23.9
7,23,1900,23.1
7,23,2000,23.6
7,23,2100,24.799999
7,23,2200,28
7,23,2300,30.5
7,24,0,31.799999
7,24,100,32.299999
7,24,200,32.799999
7,24,300,33.200001
7,24,400,33.799999
7,24,500,34.5
7,24,600,34.299999
7,24,700,33.200001
7,24,800,32.900002
7,24,900,30.6
7,24,1000,28
7,24,1100,26.4
7,24,1200,25.5
7,24,1300,24.700001
7,24,1400,24.299999
7,24,1500,24.299999
7,24,1600,24.6
7,24,1700,26.299999
7,24,1800,25.700001
7,24,1900,24.200001
7,24,2000,25.299999
7,24,2100,27.1
7,24,2200,28.4
7,24,2300,29.299999
7,25,0,30.9
7,25,100,32.299999
7,25,200,32.099998
7,25,300,32.5
7,25,400,32.700001
7,25,500,32.599998
7,25,600,32.099998
7,25,700,31.799999
7,25,800,31.700001
7,25,900,28.9
7,25,1000,28.299999
7,25,1100,26.4
7,25,1200,26.200001
7,25,1300,25.799999
7,25,1400,28.6
7,25,1500,28.1
7,25,1600,27.299999
7,25,1700,26.4
7,25,1800,26.200001
7,25,1900,25.200001
7,25,2000,25
7,25,2100,26.9
7,25,2200,28.799999
7,25,2300,29
7,26,0,30
7,26,100,31.700001
7,26,200,32.299999
7,26,300,31.9
7,26,400,33.099998
7,26,500,32.700001
7,26,600,33.200001
7,26,700,33.099998
7,26,800,33.299999
7,26,900,30.9
7,26,1000,27.299999
7,26,1100,26.5
7,26,1200,25.4
7,26,1300,24.700001
7,26,1400,24.1
7,26,1500,23.5
7,26,1600,23.299999
7,26,1700,23.200001
7,26,1800,22.9
7,26,1900,22.299999
7,26,2000,22.6
7,26,2100,25.5
7,26,2200,28.799999
7,26,2300,30
7,27,0,31.200001
7,27,100,32.099998
7,27,200,32.700001
7,27,300,33.299999
7,27,400,33.900002
7,27,500,34.400002
7,27,600,34
7,27,700,34
7,27,800,31.5
7,27,900,29.9
7,27,1000,28
7,27,1100,27
7,27,1200,26.200001
7,27,1300,25.299999
7,27,1400,24.6
7,27,1500,24.6
7,27,1600,24
7,27,1700,23.299999
7,27,1800,23.700001
7,27,1900,24.299999
7,27,2000,24.700001
7,27,2100,26.299999
7,27,2200,29.6
7,27,2300,30.799999
7,28,0,32.099998
7,28,100,32.799999
7,28,200,33.599998
7,28,300,33.200001
7,28,400,33.599998
7,28,500,32.299999
7,28,600,32.799999
7,28,700,29.700001
7,28,800,29.5
7,28,900,28.5
7,28,1000,27.299999
7,28,1100,26.5
7,28,1200,25.9
7,28,1300,25.5
7,28,1400,24.700001
7,28,1500,24.700001
7,28,1600,24.299999
7,28,1700,24.1
7,28,1800,24
7,28,1900,23.700001
7,28,2000,23.6
7,28,2100,25.9
7,28,2200,27.9
7,28,2300,29.700001
7,29,0,29.799999
7,29,100,31.700001
7,29,200,32.700001
7,29,300,32.5
7,29,400,33.400002
7,29,500,32.200001
7,29,600,31.6
7,29,700,30.4
7,29,800,30.299999
7,29,900,29.200001
7,29,1000,27.5
7,29,1100,26.4
7,29,1200,25.4
7,29,1300,25.299999
7,29,1400,24.799999
7,29,1500,25
7,29,1600,24.6
7,29,1700,24.6
7,29,1800,23.9
7,29,1900,24
7,29,2000,24.1
7,29,2100,25.4
7,29,2200,28.299999
7,29,2300,29
7,30,0,31.700001
7,30,100,32.400002
7,30,200,33.099998
7,30,300,34.200001
7,30,400,34.5
7,30,500,34.900002
7,30,600,33.700001
7,30,700,32.799999
7,30,800,31.9
7,30,900,31
7,30,1000,29.5
7,30,1100,28.9
7,30,1200,28.299999
7,30,1300,28.200001
7,30,1400,28.299999
7,30,1500,26.700001
7,30,1600,26
7,30,1700,25.4
7,30,1800,25.4
7,30,1900,24.9
7,30,2000,24.6
7,30,2100,25.799999
7,30,2200,26.9
7,30,2300,28.6
7,31,0,30.9
7,31,100,31.9
7,31,200,31.9
7,31,300,32.5
7,31,400,33.5
7,31,500,32.700001
7,31,600,32.400002
7,31,700,31.5
7,31,800,31.6
7,31,900,29.700001
7,31,1000,27.200001
7,31,1100,26.4
7,31,1200,25.200001
7,31,1300,25.200001
7,31,1400,25
7,31,1500,24.5
7,31,1600,24.299999
7,31,1700,24
7,31,1800,24.1
7,31,1900,24.5
7,31,2000,24.4
7,31,2100,25.299999
7,31,2200,26.4
7,31,2300,27.4
8,1,0,27.1
8,1,100,27.299999
8,1,200,28.6
8,1,300,29
8,1,400,29.6
8,1,500,28.6
8,1,600,26.299999
8,1,700,25.5
8,1,800,25.200001
8,1,900,25.1
8,1,1000,25.4
8,1,1100,24.799999
8,1,1200,25.1
8,1,1300,24.6
8,1,1400,24.299999
8,1,1500,24.200001
8,1,1600,24
8,1,1700,24
8,1,1800,24
8,1,1900,23.9
8,1,2000,24.200001
8,1,2100,24.700001
8,1,2200,25.4
8,1,2300,26
8,2,0,24.799999
8,2,100,24.700001
8,2,200,25
8,2,300,27
8,2,400,28.5
8,2,500,27.799999
8,2,600,28
8,2,700,27.700001
8,2,800,26.799999
8,2,900,27.1
8,2,1000,25.299999
8,2,1100,24.9
8,2,1200,24.5
8,2,1300,24.200001
8,2,1400,24
8,2,1500,24.200001
8,2,1600,23.799999
8,2,1700,24.299999
8,2,1800,24.1
8,2,1900,24
8,2,2000,24
8,2,2100,24.299999
8,2,2200,26.5
8,2,2300,29.200001
8,3,0,29.700001
8,3,100,29.799999
8,3,200,30.700001
8,3,300,31.299999
8,3,400,31.299999
8,3,500,29.299999
8,3,600,28.299999
8,3,700,27.799999
8,3,800,27.799999
8,3,900,26.9
8,3,1000,26.200001
8,3,1100,25.299999
8,3,1200,25.299999
8,3,1300,25.200001
8,3,1400,25
8,3,1500,24.799999
8,3,1600,24.5
8,3,1700,23.9
8,3,1800,23.700001
8,3,1900,23
8,3,2000,23.1
8,3,2100,25.5
8,3,2200,28.700001
8,3,2300,29.700001
8,4,0,30.4
8,4,100,31.700001
8,4,200,32
8,4,300,32.099998
8,4,400,31.5
8,4,500,32
8,4,600,32.400002
8,4,700,32.299999
8,4,800,31.200001
8,4,900,28.5
8,4,1000,26.9
8,4,1100,26
8,4,1200,25.200001
8,4,1300,24.6
8,4,1400,24.5
8,4,1500,24.200001
8,4,1600,24.1
8,4,1700,23.799999
8,4,1800,23.700001
8,4,1900,23.299999
8,4,2000,23.200001
8,4,2100,24.9
8,4,2200,28
8,4,2300,31.5
8,5,0,30.4
8,5,100,32.200001
8,5,200,32.200001
8,5,300,32.299999
